customer_id,age,gender,income,location,registration_date,customer_tenure_days
CUST_000074,62,Female,82159.16133987988,Florida,2023-09-03 21:01:13.944659,656
CUST_000075,30,Female,59508.78533477017,Florida,2025-03-06 21:01:13.944693,106
CUST_000076,47,Other,40073.20302847418,Florida,2025-04-23 21:01:13.944727,58
CUST_000077,72,Female,62786.50002194336,Illinois,2024-03-03 21:01:13.944769,474
CUST_000078,70,Female,57574.80918470686,Illinois,2023-09-18 21:01:13.944809,641
CUST_000079,75,Female,62986.327912551824,New York,2023-05-31 21:01:13.944843,751
CUST_000080,51,Female,52757.83271614338,Illinois,2022-09-25 21:01:13.944878,999
CUST_000081,22,Female,58668.45702648252,Illinois,2024-10-16 21:01:13.944911,247
CUST_000082,20,Female,69003.66723779934,New York,2024-09-08 21:01:13.944945,285
CUST_000083,31,Male,39384.958015718286,New York,2025-03-18 21:01:13.944979,94
CUST_000084,63,Female,46439.120581899966,California,2024-03-03 21:01:13.945013,474
CUST_000085,65,Male,78080.08520708456,Florida,2024-09-04 21:01:13.945046,289
CUST_000086,79,Female,43699.28803058726,Illinois,2025-03-12 21:01:13.945080,100
CUST_000087,51,Other,52088.06166435224,California,2023-05-20 21:01:13.945114,762
CUST_000088,36,Female,97805.50007109456,Illinois,2024-01-21 21:01:13.945147,516
CUST_000089,33,Other,51262.45281511881,California,2024-02-09 21:01:13.945181,497
CUST_000090,45,Other,59117.57810502207,Texas,2024-06-05 21:01:13.945214,380
CUST_000091,50,Male,65487.69189241823,Illinois,2023-07-30 21:01:13.945248,691
CUST_000092,60,Male,67055.26127950186,California,2025-05-08 21:01:13.945282,43
CUST_000093,61,Male,56703.35217161101,Illinois,2025-06-08 21:01:13.945316,12
CUST_000094,48,Female,42703.50850921459,Illinois,2022-12-11 21:01:13.945357,922
CUST_000095,27,Female,53113.9739192858,California,2025-02-25 21:01:13.945393,115
CUST_000096,58,Other,55355.23228947571,Illinois,2025-04-06 21:01:13.945427,75
CUST_000097,46,Male,39606.35607109019,Illinois,2023-05-21 21:01:13.945465,761
CUST_000098,53,Female,75174.58264734343,Texas,2023-08-01 21:01:13.945500,689
CUST_000099,52,Female,21882.966877107323,New York,2022-09-25 21:01:13.945534,999
CUST_000100,49,Other,73292.89663758989,New York,2023-02-04 21:01:13.945568,867
CUST_000101,58,Female,43407.23186788584,New York,2023-01-21 21:01:13.945643,881
CUST_000102,79,Male,60229.294569424455,New York,2023-10-17 21:01:13.945682,612
CUST_000103,29,Male,45345.99865109816,New York,2022-12-18 21:01:13.945717,915
CUST_000104,29,Male,54862.49528732663,Florida,2023-02-20 21:01:13.945751,851
CUST_000105,75,Other,48047.85418448473,Illinois,2025-04-12 21:01:13.945785,69
CUST_000106,52,Male,28390.20891789775,Illinois,2025-01-20 21:01:13.945819,151
CUST_000107,33,Male,54039.76481378808,Illinois,2023-07-28 21:01:13.945852,693
CUST_000108,59,Female,51137.068372905895,Illinois,2025-01-08 21:01:13.945891,163
CUST_000109,40,Male,39842.574327318325,Texas,2023-02-28 21:01:13.945928,843
CUST_000110,35,Other,56193.97181413436,Florida,2022-12-20 21:01:13.945962,913
CUST_000111,78,Female,41544.13170794038,Illinois,2025-01-03 21:01:13.945996,168
CUST_000112,59,Male,58386.63803921791,Illinois,2025-05-22 21:01:13.946029,29
CUST_000113,54,Female,63088.12387145719,Texas,2023-09-11 21:01:13.946062,648
CUST_000114,65,Male,67315.31507613386,New York,2024-08-23 21:01:13.946096,301
CUST_000115,21,Female,42839.27404137019,Florida,2024-05-01 21:01:13.946130,415
CUST_000116,36,Male,72173.78172233695,California,2023-02-13 21:01:13.946163,858
CUST_000117,36,Other,36807.98239629865,Texas,2024-12-29 21:01:13.946202,173
CUST_000118,30,Female,39764.860983197694,Florida,2024-03-21 21:01:13.946236,456
CUST_000119,78,Other,49277.0677169628,New York,2022-11-28 21:01:13.946274,935
CUST_000120,18,Other,57390.29725700608,Florida,2024-06-16 21:01:13.946310,369
CUST_000121,42,Male,51333.09509197615,Illinois,2025-02-06 21:01:13.946344,134
CUST_000122,75,Male,51044.78996778319,Texas,2023-05-18 21:01:13.946379,764
CUST_000123,54,Other,64752.56459537698,Texas,2024-01-05 21:01:13.946413,532
CUST_000124,74,Female,42921.83713823196,New York,2024-06-12 21:01:13.946446,373
CUST_000125,71,Female,41657.282812970174,Texas,2023-09-03 21:01:13.946479,656
CUST_000126,40,Male,47850.7511192438,Florida,2024-06-12 21:01:13.946513,373
CUST_000127,25,Female,40990.92978125623,Florida,2023-08-14 21:01:13.946546,676
CUST_000128,43,Female,38646.40864232606,Illinois,2025-05-10 21:01:13.946579,41
CUST_000129,53,Other,36873.81765697824,New York,2024-12-01 21:01:13.946662,201
CUST_000130,50,Male,58570.21265490182,Illinois,2022-12-24 21:01:13.946700,909
CUST_000131,63,Other,64557.85730019816,Illinois,2024-05-26 21:01:13.946733,390
CUST_000132,35,Other,61129.44524794198,California,2025-06-10 21:01:13.946767,10
CUST_000133,73,Female,72149.87938144444,California,2024-10-12 21:01:13.946801,251
CUST_000134,62,Male,48895.83326312141,New York,2025-01-25 21:01:13.946834,146
CUST_000135,49,Other,45766.68216519184,New York,2023-05-03 21:01:13.946874,779
CUST_000136,38,Female,55113.83297838431,Texas,2023-08-01 21:01:13.946914,689
CUST_000137,30,Male,48703.7973975258,California,2025-03-07 21:01:13.946949,105
CUST_000138,52,Other,48370.57003866717,Florida,2022-10-17 21:01:13.946983,977
CUST_000139,22,Other,49167.72562553489,Illinois,2023-02-01 21:01:13.947016,870
CUST_000140,20,Male,73942.1441585245,California,2024-03-19 21:01:13.947054,458
CUST_000141,36,Male,59015.80916317305,Illinois,2025-04-03 21:01:13.947090,78
CUST_000142,26,Female,37272.1895091813,Florida,2024-03-31 21:01:13.947124,446
CUST_000143,18,Male,35956.32457583066,California,2024-07-07 21:01:13.947157,348
CUST_000144,48,Other,53635.005291246685,Texas,2023-01-11 21:01:13.947195,891
CUST_000145,67,Male,80710.98381695358,Florida,2024-05-27 21:01:13.947230,389
CUST_000146,47,Female,56205.69199928112,Illinois,2023-02-18 21:01:13.947264,853
CUST_000147,31,Female,70131.32756458873,Texas,2024-04-11 21:01:13.947298,435
CUST_000148,56,Female,53046.7032191976,California,2025-03-14 21:01:13.947331,98
CUST_000149,35,Female,50743.59093949107,Texas,2024-04-11 21:01:13.947367,435
CUST_000150,51,Male,72535.35578144042,Florida,2023-12-26 21:01:13.947401,542
CUST_000151,72,Female,51111.42170629663,Texas,2025-03-31 21:01:13.947436,81
CUST_000152,22,Male,24449.26340967268,Illinois,2023-12-22 21:01:13.947470,546
CUST_000153,23,Male,49166.78451655072,California,2024-11-27 21:01:13.947503,205
CUST_000154,79,Other,22710.49325705106,New York,2023-08-27 21:01:13.947537,663
CUST_000155,72,Other,63719.08273391127,Texas,2024-06-11 21:01:13.947571,374
CUST_000156,33,Male,49059.813540902425,Illinois,2023-08-18 21:01:13.947651,672
CUST_000157,67,Male,64327.134807518574,California,2025-04-30 21:01:13.947689,51
CUST_000158,36,Male,42046.13572441339,Illinois,2024-01-03 21:01:13.947725,534
CUST_000159,38,Female,38106.90751606484,New York,2023-09-14 21:01:13.947759,645
CUST_000160,58,Female,31722.655380701217,California,2024-10-14 21:01:13.947793,249
CUST_000161,64,Male,32595.12462096041,Texas,2023-03-12 21:01:13.947827,831
CUST_000162,65,Male,52722.60466440965,Florida,2023-07-02 21:01:13.947861,719
CUST_000163,64,Other,38371.52309498469,California,2025-05-23 21:01:13.947895,28
CUST_000164,40,Female,74674.51570251926,Texas,2024-08-12 21:01:13.947935,312
CUST_000165,68,Other,46264.45940665432,Texas,2023-10-06 21:01:13.947970,623
CUST_000166,40,Female,44626.86199263831,Texas,2025-06-05 21:01:13.948004,15
CUST_000167,42,Other,63527.95155526831,Illinois,2025-05-23 21:01:13.948038,28
CUST_000168,27,Other,34081.06050580114,California,2025-02-14 21:01:13.948072,126
CUST_000169,61,Male,40184.39980830476,New York,2024-01-12 21:01:13.948106,525
CUST_000170,37,Male,65829.96494819623,Illinois,2025-01-25 21:01:13.948145,146
CUST_000171,64,Other,59804.51392002986,California,2023-10-06 21:01:13.948180,623
CUST_000172,25,Male,19886.479679558397,Illinois,2024-01-19 21:01:13.948218,518
CUST_000173,69,Female,66011.84258352127,California,2024-04-03 21:01:13.948255,443
CUST_000174,73,Other,50415.36397424319,New York,2024-04-09 21:01:13.948289,437
CUST_000175,39,Male,51910.48217805734,Florida,2024-07-05 21:01:13.948328,350
CUST_000176,28,Female,37571.24343471897,New York,2023-05-23 21:01:13.948362,759
CUST_000177,20,Other,41822.46201002234,Illinois,2023-12-20 21:01:13.948397,548
CUST_000178,41,Other,52609.494937543546,Texas,2025-06-16 21:01:13.948430,4
CUST_000179,32,Female,63618.079208636416,New York,2023-10-23 21:01:13.948464,606
CUST_000180,73,Female,57924.74914445564,Texas,2024-05-24 21:01:13.948498,392
CUST_000181,43,Other,53112.55227738704,Illinois,2024-08-24 21:01:13.948532,300
CUST_000182,22,Female,59608.73010423727,Florida,2023-12-09 21:01:13.948566,559
CUST_000183,18,Female,37778.23808014554,Illinois,2023-01-08 21:01:13.948631,894
CUST_000184,28,Other,91756.66135233577,New York,2022-12-31 21:01:13.948668,902
CUST_000185,67,Female,25834.91585067168,Illinois,2022-12-14 21:01:13.948703,919
CUST_000186,27,Female,65094.39213821661,New York,2024-08-05 21:01:13.948737,319
CUST_000187,54,Male,41346.62195715277,New York,2023-05-05 21:01:13.948771,777
CUST_000188,28,Other,12925.332498090662,New York,2023-11-17 21:01:13.948805,581
CUST_000189,79,Female,38046.57116794285,Illinois,2024-06-09 21:01:13.948839,376
CUST_000190,28,Male,42373.91067659371,New York,2024-08-28 21:01:13.948873,296
CUST_000191,39,Male,31372.392249417,Texas,2023-01-29 21:01:13.948906,873
CUST_000192,54,Female,57741.87092866536,Illinois,2025-06-15 21:01:13.948940,5
CUST_000193,36,Other,57132.404621737616,California,2023-11-24 21:01:13.948974,574
CUST_000194,21,Male,45946.95021983692,Texas,2023-09-22 21:01:13.949008,637
CUST_000195,55,Male,64214.25406492114,New York,2023-08-25 21:01:13.949048,665
CUST_000196,34,Male,60302.47685813969,Illinois,2023-10-13 21:01:13.949087,616
CUST_000197,57,Other,14906.104962276702,Texas,2024-12-04 21:01:13.949122,198
CUST_000198,23,Other,27821.206313302377,Florida,2025-06-05 21:01:13.949156,15
CUST_000199,64,Male,67156.31064810394,New York,2024-02-28 21:01:13.949190,478
CUST_000200,56,Other,42689.07464118279,New York,2022-09-27 21:01:13.949224,997
CUST_000201,44,Other,56057.30838018959,New York,2024-10-09 21:01:13.949259,254
CUST_000202,21,Female,49223.61522942049,California,2023-02-06 21:01:13.949292,865
CUST_000203,71,Female,77614.14604905812,Illinois,2025-01-12 21:01:13.949326,159
CUST_000204,64,Male,45951.87597059943,Illinois,2023-09-11 21:01:13.949365,648
CUST_000205,22,Male,35318.54426326539,Florida,2023-02-27 21:01:13.949401,844
CUST_000206,62,Female,50408.97057228318,Florida,2024-09-01 21:01:13.949435,292
CUST_000207,43,Other,47973.49538127594,Texas,2025-04-12 21:01:13.949469,69
CUST_000208,37,Other,48320.41219108074,California,2024-08-22 21:01:13.949502,302
CUST_000209,60,Female,54896.35047606072,Illinois,2023-10-13 21:01:13.949536,616
CUST_000210,79,Female,46957.30670494771,Florida,2023-08-07 21:01:13.949570,683
CUST_000211,29,Male,50703.73152425388,Illinois,2023-03-03 21:01:13.949651,840
CUST_000212,59,Male,78230.3674471255,Texas,2025-05-22 21:01:13.949690,29
CUST_000213,31,Male,70181.30069232467,Texas,2024-05-09 21:01:13.949724,407
CUST_000214,18,Female,40588.716734337846,Florida,2024-12-20 21:01:13.949765,182
CUST_000215,40,Male,42569.1613560313,New York,2023-03-12 21:01:13.949799,831
CUST_000216,71,Other,58066.489376104335,New York,2024-08-15 21:01:13.949834,309
CUST_000217,26,Female,29619.32728156909,Florida,2024-08-11 21:01:13.949867,313
CUST_000218,70,Female,34818.434371097486,New York,2023-10-27 21:01:13.949900,602
CUST_000219,28,Female,25177.14992201346,California,2022-12-30 21:01:13.949934,903
CUST_000220,35,Other,44963.22951064808,Texas,2022-11-08 21:01:13.949968,955
CUST_000221,61,Other,75035.32287934089,Texas,2024-12-20 21:01:13.950007,182
CUST_000222,41,Male,9546.700355876426,New York,2024-12-25 21:01:13.950041,177
CUST_000223,46,Other,49185.577002232814,Texas,2023-08-28 21:01:13.950076,662
CUST_000224,43,Female,34742.117441819144,Florida,2024-06-24 21:01:13.950110,361
CUST_000225,66,Female,57750.03962972184,Florida,2025-04-18 21:01:13.950143,63
CUST_000226,78,Male,34096.1258908082,Texas,2023-01-11 21:01:13.950177,891
CUST_000227,73,Other,33230.82265449574,Illinois,2024-08-19 21:01:13.950211,305
CUST_000228,62,Male,88548.902595355,California,2023-05-13 21:01:13.950244,769
CUST_000229,31,Other,33393.43318099968,California,2024-12-08 21:01:13.950278,194
CUST_000230,71,Male,68691.27788746444,Florida,2023-01-05 21:01:13.950312,897
CUST_000231,25,Male,18899.14651387776,Texas,2023-04-12 21:01:13.950346,800
CUST_000232,27,Female,50954.49860552833,New York,2025-03-25 21:01:13.950380,87
CUST_000233,72,Female,64272.71094414431,Illinois,2025-06-12 21:01:13.950414,8
CUST_000234,18,Male,39432.948448107054,Texas,2023-05-15 21:01:13.950454,767
CUST_000235,78,Female,39075.27275078171,New York,2024-10-24 21:01:13.950488,239
CUST_000236,54,Other,52148.23178746282,California,2023-04-09 21:01:13.950527,803
CUST_000237,49,Female,64674.394731743865,Texas,2022-12-21 21:01:13.950562,912
CUST_000238,21,Male,45862.856515970125,California,2025-06-13 21:01:13.950639,7
CUST_000239,27,Other,34137.031228499865,New York,2025-01-20 21:01:13.950681,151
CUST_000240,38,Other,70510.5538208299,New York,2023-03-28 21:01:13.950716,815
CUST_000241,22,Other,64373.80739228857,California,2024-05-30 21:01:13.950750,386
CUST_000242,20,Other,67778.15437266334,New York,2024-11-06 21:01:13.950784,226
CUST_000243,70,Other,39949.4120966698,Florida,2024-01-31 21:01:13.950818,506
CUST_000244,39,Male,49435.47946362727,New York,2023-01-20 21:01:13.950851,882
CUST_000245,68,Male,66549.52823024782,New York,2023-12-16 21:01:13.950885,552
CUST_000246,19,Male,29624.78421070772,Texas,2024-02-12 21:01:13.950924,494
CUST_000247,21,Female,42958.416298856806,California,2025-05-22 21:01:13.950961,29
CUST_000248,62,Female,25556.105210355094,New York,2023-08-13 21:01:13.950997,677
CUST_000249,42,Female,58277.95482964251,California,2023-11-10 21:01:13.951030,588
CUST_000250,40,Male,74308.00167748815,New York,2023-03-22 21:01:13.951064,821
CUST_000251,24,Female,73557.41952891709,Illinois,2024-05-15 21:01:13.951098,401
CUST_000252,43,Male,55754.20930725156,California,2023-03-21 21:01:13.951131,822
CUST_000253,60,Male,14454.178857733292,Texas,2023-07-28 21:01:13.951171,693
CUST_000254,53,Other,40827.23295512078,Texas,2024-01-25 21:01:13.951205,512
CUST_000255,53,Male,28900.083547276667,Texas,2023-04-05 21:01:13.951238,807
CUST_000256,57,Other,48084.56224083842,Illinois,2024-08-12 21:01:13.951272,312
CUST_000257,50,Female,58327.17933066682,Florida,2023-05-31 21:01:13.951306,751
CUST_000258,37,Other,41365.43260643339,Texas,2024-06-20 21:01:13.951340,365
CUST_000259,60,Female,51830.14721968042,New York,2025-01-17 21:01:13.951373,154
CUST_000260,19,Male,30979.677325353976,New York,2024-11-15 21:01:13.951407,217
CUST_000261,78,Other,30062.81259257726,California,2025-05-26 21:01:13.951441,25
CUST_000262,56,Other,57496.06430168165,Florida,2024-04-11 21:01:13.951483,435
CUST_000263,47,Female,57988.92664055827,California,2024-01-13 21:01:13.951517,524
CUST_000264,36,Male,30209.78166293892,Texas,2023-05-06 21:01:13.951551,776
CUST_000265,48,Male,46606.32171486986,New York,2023-06-24 21:01:13.951612,727
CUST_000266,54,Female,50596.12543865641,California,2025-03-23 21:01:13.951658,89
CUST_000267,29,Other,50170.22718464329,Texas,2022-12-11 21:01:13.951693,922
CUST_000268,58,Male,45344.81576066022,New York,2022-12-14 21:01:13.951733,919
CUST_000269,43,Male,51735.27232991794,California,2024-05-25 21:01:13.951768,391
CUST_000270,31,Other,33784.151893876064,California,2023-03-16 21:01:13.951803,827
CUST_000271,40,Male,65797.29279999355,California,2024-11-09 21:01:13.951836,223
CUST_000272,47,Other,70349.50073275181,New York,2024-01-11 21:01:13.951876,526
CUST_000273,48,Other,9312.642622280391,Florida,2024-12-14 21:01:13.951915,188
CUST_000274,62,Female,51194.8678629138,California,2024-12-19 21:01:13.951949,183
CUST_000275,40,Other,65199.7405408303,New York,2024-01-21 21:01:13.951983,516
CUST_000276,46,Female,65477.66809202952,Illinois,2024-04-20 21:01:13.952017,426
CUST_000277,61,Female,27716.59440444542,California,2024-08-13 21:01:13.952051,311
CUST_000278,52,Female,43435.01495295942,Texas,2023-01-11 21:01:13.952085,891
CUST_000279,56,Female,32204.97357167942,Florida,2025-05-22 21:01:13.952119,29
CUST_000280,79,Male,42352.13633750038,New York,2024-09-21 21:01:13.952153,272
CUST_000281,73,Other,12730.82631371278,New York,2024-09-27 21:01:13.952187,266
CUST_000282,47,Male,54304.609376809,New York,2022-10-04 21:01:13.952220,990
CUST_000283,66,Other,18721.735346518417,Illinois,2025-01-29 21:01:13.952254,142
CUST_000284,73,Female,56818.45223449484,Illinois,2023-08-25 21:01:13.952287,665
CUST_000285,65,Male,61160.57405973742,Illinois,2022-10-19 21:01:13.952321,975
CUST_000286,26,Other,73257.50739221115,Florida,2024-12-15 21:01:13.952354,187
CUST_000287,75,Male,35024.68938891814,Illinois,2022-09-27 21:01:13.952387,997
CUST_000288,60,Female,62473.14136563924,California,2025-01-18 21:01:13.952421,153
CUST_000289,24,Other,53114.19032342097,Florida,2023-02-10 21:01:13.952455,861
CUST_000290,71,Male,48076.827108573336,New York,2023-05-29 21:01:13.952489,753
CUST_000291,75,Other,42482.90049082145,Illinois,2023-05-09 21:01:13.952523,773
CUST_000292,71,Other,51448.17895308162,Florida,2023-01-12 21:01:13.952565,890
CUST_000293,66,Male,27502.446330146835,Texas,2024-02-16 21:01:13.952640,490
CUST_000294,52,Female,52544.79334206277,Texas,2025-01-11 21:01:13.952679,160
CUST_000295,52,Female,49954.81095224241,Illinois,2025-02-20 21:01:13.952713,120
CUST_000296,78,Other,48004.128729933975,Texas,2023-09-24 21:01:13.952753,635
CUST_000297,45,Male,66885.18176554445,New York,2024-12-07 21:01:13.952787,195
CUST_000298,42,Female,54287.98086087358,New York,2024-10-02 21:01:13.952827,261
CUST_000299,28,Other,55016.851849805375,California,2022-10-10 21:01:13.952862,984
CUST_000300,77,Other,50683.88246705075,Illinois,2024-08-08 21:01:13.952902,316
CUST_000301,65,Male,40535.11805189079,Florida,2022-10-29 21:01:13.952941,965
CUST_000302,30,Male,63612.42152625884,Texas,2023-11-30 21:01:13.952977,568
CUST_000303,57,Female,50538.418246515495,Texas,2022-10-21 21:01:13.953011,973
CUST_000304,62,Male,53600.341065275694,Florida,2024-07-02 21:01:13.953045,353
CUST_000305,76,Other,54583.31480565888,New York,2023-05-01 21:01:13.953079,781
CUST_000306,60,Male,66000.1203438373,Texas,2024-04-24 21:01:13.953113,422
CUST_000307,77,Other,67539.4338566851,Illinois,2023-06-04 21:01:13.953146,747
CUST_000308,62,Female,65603.08892335494,California,2024-05-22 21:01:13.953181,394
CUST_000309,49,Other,48578.699396323966,Illinois,2023-08-20 21:01:13.953216,670
CUST_000310,56,Other,37838.36120160522,California,2024-11-08 21:01:13.953250,224
CUST_000311,30,Female,62933.94537195318,Texas,2025-02-27 21:01:13.953283,113
CUST_000312,58,Male,45753.3649814712,Illinois,2023-08-15 21:01:13.953323,675
CUST_000313,65,Female,36769.589881888576,Texas,2024-05-02 21:01:13.953357,414
CUST_000314,24,Female,67795.81118322932,Florida,2023-11-26 21:01:13.953391,572
CUST_000315,32,Female,46454.70749113461,Illinois,2022-10-05 21:01:13.953425,989
CUST_000316,39,Female,61278.53927049048,New York,2025-05-29 21:01:13.953459,22
CUST_000317,43,Other,64653.48617055599,California,2024-08-18 21:01:13.953493,306
CUST_000318,31,Other,55506.53400182101,Illinois,2022-12-26 21:01:13.953527,907
CUST_000319,50,Female,42112.91919030565,Texas,2024-03-18 21:01:13.953560,459
CUST_000320,75,Other,24485.096720918697,Illinois,2024-01-21 21:01:13.953615,516
CUST_000321,34,Other,43902.60684955608,Illinois,2024-02-17 21:01:13.953652,489
CUST_000322,56,Other,59729.54502081442,Florida,2023-04-12 21:01:13.953686,800
CUST_000323,19,Other,64809.63348884937,Florida,2025-05-29 21:01:13.953725,22
CUST_000324,28,Other,22298.413482928976,California,2023-01-10 21:01:13.953761,892
CUST_000325,55,Other,41499.95881234841,California,2022-11-06 21:01:13.953795,957
CUST_000326,52,Male,31226.90863714334,Florida,2024-11-24 21:01:13.953829,208
CUST_000327,44,Female,71656.46906109889,New York,2023-09-02 21:01:13.953862,657
CUST_000328,46,Male,47620.1675619712,California,2024-12-03 21:01:13.953896,199
CUST_000329,20,Male,32200.37723952429,Florida,2023-07-28 21:01:13.953929,693
CUST_000330,41,Female,68738.02651231301,New York,2023-06-17 21:01:13.953963,734
CUST_000331,31,Other,57371.06850529246,New York,2023-01-08 21:01:13.954002,894
CUST_000332,61,Male,49397.63074033485,Illinois,2025-02-23 21:01:13.954042,117
CUST_000333,19,Other,28538.37346822928,Illinois,2023-06-30 21:01:13.954077,721
